# Fiducial parameters, Omega_m = 0.3065, h = 0.68, w0_fld = -0.957, wa_fld = -0.290
2.0 -0.64295740 4.83304870
2.1 -5.13703244 3.63818716
2.2 -8.65965577 2.85255217
2.3 -11.13396521 2.34264082
2.4 -15.21452760 2.11949060
